,StaffID,Name,Date of Birth,Gender,Job Title,Employment Date,Experience_Years
336,337,Robert Smith,1972-02-07,Other,Caregiver,2016-02-09,9.754962354551678
337,338,Jane Garcia,1966-08-15,Other,Doctor,2021-05-22,4.473648186173854
338,339,Jane Davis,1953-11-08,Male,Doctor,2020-07-01,5.363449691991787
339,340,Jane Brown,1963-10-22,Other,Nurse,2018-12-13,6.913073237508556
340,341,William Brown,1959-04-10,Other,Therapist,2010-03-23,15.638603696098563
341,342,John Williams,1951-12-14,Male,Administrator,2021-03-18,4.65160848733744
342,343,James Davis,1955-10-27,Other,Administrator,2018-06-18,7.40041067761807
343,344,Sarah Garcia,1953-01-13,Female,Therapist,2010-02-11,15.748117727583846
344,345,William Jones,1958-12-17,Other,Therapist,2022-08-14,3.24435318275154
345,346,Michael Johnson,1969-03-19,Other,Doctor,2012-11-10,13.00205338809035
346,347,Jane Garcia,1986-02-28,Female,Doctor,2021-11-06,4.01368925393566
347,348,Linda Jones,1961-01-27,Male,Doctor,2016-05-11,9.503080082135524
348,349,Michael Brown,1971-05-13,Other,Doctor,2017-08-24,8.216290212183436
349,350,Michael Miller,1971-11-05,Female,Caregiver,2011-02-02,14.77344284736482
350,351,James Smith,1960-05-21,Male,Doctor,2012-05-12,13.500342231348391
351,352,John Miller,1955-08-12,Male,Nurse,2012-06-29,13.36892539356605
352,353,James Smith,1966-10-28,Male,Doctor,2010-12-14,14.910335386721425
353,354,John Rodriguez,1968-04-02,Female,Nurse,2015-10-03,10.108145106091717
354,355,Michael Johnson,1978-01-15,Male,Caregiver,2010-07-12,15.3347022587269
355,356,Linda Garcia,1971-08-04,Male,Doctor,2011-08-25,14.21492128678987
356,357,Jane Wilson,1988-08-09,Other,Administrator,2012-06-25,13.379876796714578
357,358,Patricia Davis,1978-09-30,Male,Caregiver,2012-06-17,13.401779603011637
358,359,Mary Williams,1953-01-25,Other,Caregiver,2015-10-04,10.105407255304586
359,360,Jane Garcia,1957-06-16,Female,Therapist,2011-09-14,14.160164271047227
360,361,Linda Miller,1986-06-04,Male,Administrator,2015-06-12,10.417522245037645
361,362,James Smith,1966-10-01,Male,Therapist,2022-07-30,3.2854209445585214
362,363,Linda Rodriguez,1950-05-21,Male,Nurse,2013-06-22,12.388774811772759
363,364,William Wilson,1953-08-20,Male,Administrator,2013-03-20,12.646132785763175
364,365,Robert Wilson,1966-04-12,Other,Caregiver,2015-01-11,10.833675564681725
365,366,Mary Johnson,1950-11-24,Female,Doctor,2015-08-11,10.25325119780972
366,367,William Davis,1951-06-24,Female,Administrator,2011-04-10,14.590006844626968
367,368,Patricia Jones,1984-07-22,Female,Nurse,2021-10-11,4.084873374401095
368,369,Patricia Johnson,1964-06-01,Other,Nurse,2017-08-18,8.232717316906228
369,370,Robert Smith,1971-12-17,Other,Doctor,2022-12-28,2.8720054757015743
370,371,Linda Wilson,1985-09-18,Female,Therapist,2017-04-21,8.558521560574949
371,372,Mary Smith,1987-12-10,Other,Doctor,2012-07-28,13.289527720739219
372,373,Michael Rodriguez,1977-05-19,Female,Doctor,2023-05-12,2.5023956194387407
373,374,Mary Williams,1983-03-06,Other,Nurse,2013-05-04,12.522929500342231
374,375,Robert Smith,1976-07-16,Other,Nurse,2013-01-28,12.785763175906913
375,376,Robert Rodriguez,1955-02-27,Male,Caregiver,2019-04-21,6.5598904859685145
376,377,Linda Davis,1954-12-21,Female,Nurse,2017-03-06,8.684462696783026
377,378,James Williams,1986-01-06,Other,Administrator,2018-08-19,7.230663928815879
378,379,Sarah Davis,1954-06-01,Male,Caregiver,2015-09-19,10.146475017111568
379,380,Jane Jones,1987-02-06,Other,Therapist,2018-11-05,7.017111567419575
380,381,John Jones,1956-03-20,Male,Doctor,2022-08-21,3.2251882272416155
381,382,Linda Davis,1977-11-10,Female,Caregiver,2012-11-25,12.960985626283367
382,383,Patricia Jones,1987-05-03,Female,Nurse,2011-10-24,14.050650239561945
383,384,William Johnson,1952-02-10,Other,Doctor,2013-06-28,12.372347707049967
384,385,Sarah Williams,1956-05-17,Other,Therapist,2021-10-04,4.1040383299110195
385,386,William Brown,1979-03-19,Female,Administrator,2018-12-05,6.934976043805612
386,387,John Johnson,1971-04-10,Female,Therapist,2011-06-20,14.395619438740589
387,388,John Jones,1966-09-01,Other,Nurse,2010-06-09,15.425051334702259
388,389,Jane Davis,1950-04-13,Female,Therapist,2011-01-11,14.833675564681725
389,390,Linda Wilson,1973-02-06,Other,Nurse,2011-10-08,14.094455852156058
390,391,Robert Davis,1954-04-23,Other,Administrator,2020-10-09,5.089664613278576
391,392,Robert Williams,1979-08-06,Other,Caregiver,2021-02-11,4.747433264887063
392,393,Patricia Jones,1975-06-29,Female,Nurse,2017-08-16,8.238193018480493
393,394,James Johnson,1953-12-23,Female,Doctor,2021-04-21,4.558521560574949
394,395,Sarah Jones,1984-03-01,Other,Therapist,2023-03-02,2.6967830253251197
395,396,William Williams,1960-10-16,Female,Doctor,2023-06-15,2.409308692676249
396,397,William Smith,1951-04-24,Female,Doctor,2021-07-08,4.344969199178645
397,398,Linda Davis,1968-08-06,Female,Doctor,2013-06-14,12.410677618069816
398,399,Michael Wilson,1984-11-22,Female,Caregiver,2014-11-06,11.014373716632443
399,400,Linda Jones,1959-07-20,Female,Caregiver,2018-02-07,7.759069130732375
400,401,Sarah Brown,1987-04-06,Other,Administrator,2012-03-24,13.634496919917865
401,402,Patricia Smith,1968-06-12,Other,Administrator,2016-08-20,9.22655715263518
402,403,Michael Johnson,1976-01-20,Female,Caregiver,2016-09-07,9.177275838466803
403,404,Linda Wilson,1954-04-04,Other,Nurse,2022-02-08,3.756331279945243
404,405,Michael Jones,1952-09-20,Male,Doctor,2012-02-17,13.73305954825462
405,406,Jane Rodriguez,1958-11-25,Other,Administrator,2020-04-02,5.6098562628336754
406,407,Linda Jones,1988-12-24,Female,Therapist,2017-04-19,8.563997262149213
407,408,Linda Rodriguez,1987-12-23,Male,Administrator,2014-04-03,11.60848733744011
408,409,Robert Brown,1979-06-19,Male,Nurse,2014-02-23,11.715263518138261
409,410,Patricia Davis,1967-10-04,Female,Doctor,2016-04-01,9.612594113620808
410,411,John Smith,1956-12-11,Female,Therapist,2020-07-01,5.363449691991787
411,412,Mary Brown,1985-04-04,Female,Therapist,2017-01-27,8.788501026694044
412,413,John Johnson,1980-08-01,Male,Nurse,2015-08-13,10.247775496235455
413,414,Sarah Miller,1951-09-15,Other,Therapist,2016-05-06,9.516769336071183
414,415,William Johnson,1974-06-21,Female,Administrator,2023-02-23,2.7159479808350446
415,416,Sarah Davis,1971-04-29,Male,Therapist,2014-04-22,11.5564681724846
416,417,Michael Brown,1976-09-16,Other,Doctor,2014-12-06,10.932238193018481
417,418,Michael Johnson,1970-03-01,Other,Administrator,2023-05-24,2.4695414099931554
418,419,Michael Miller,1951-12-12,Other,Nurse,2019-12-02,5.943874058863792
419,420,Patricia Rodriguez,1957-03-11,Female,Doctor,2020-11-12,4.996577686516085
420,421,John Rodriguez,1971-06-16,Other,Nurse,2015-02-21,10.72142368240931
421,422,Mary Smith,1964-06-11,Female,Therapist,2010-10-03,15.107460643394935
422,423,Mary Rodriguez,1962-03-06,Other,Doctor,2023-09-08,2.1765913757700206
423,424,John Brown,1965-07-06,Male,Therapist,2012-06-27,13.374401095140314
424,425,James Garcia,1966-04-23,Male,Nurse,2013-04-02,12.61054072553046
425,426,Michael Williams,1974-11-29,Male,Caregiver,2016-10-20,9.059548254620124
426,427,Patricia Wilson,1982-03-25,Male,Nurse,2011-10-05,14.102669404517453
427,428,James Williams,1956-08-05,Male,Nurse,2013-04-30,12.53388090349076
428,429,Robert Williams,1961-03-25,Female,Nurse,2010-09-07,15.178644763860369
429,430,James Garcia,1972-10-12,Other,Therapist,2010-02-21,15.720739219712526
430,431,John Johnson,1953-04-19,Female,Administrator,2023-04-30,2.535249828884326
431,432,John Johnson,1959-04-12,Male,Administrator,2012-01-17,13.817932922655714
432,433,William Jones,1955-06-07,Male,Doctor,2013-12-28,11.871321013004792
433,434,Jane Jones,1984-09-22,Other,Nurse,2023-08-02,2.2778918548939084
434,435,William Williams,1984-09-22,Other,Caregiver,2014-06-26,11.378507871321013
435,436,Jane Johnson,1975-03-31,Male,Caregiver,2021-05-01,4.531143052703627
436,437,James Miller,1988-08-18,Female,Doctor,2021-06-09,4.424366872005476
437,438,Jane Garcia,1951-05-04,Female,Nurse,2020-08-01,5.278576317590692
438,439,Michael Brown,1984-07-13,Other,Nurse,2021-02-09,4.7529089664613275
439,440,Sarah Smith,1984-01-02,Female,Doctor,2023-03-06,2.6858316221765914
440,441,James Davis,1972-08-13,Male,Administrator,2015-08-11,10.25325119780972
441,442,John Garcia,1978-02-11,Male,Therapist,2019-08-13,6.247775496235455
442,443,William Johnson,1986-09-29,Other,Caregiver,2016-02-10,9.752224503764545
443,444,John Garcia,1956-12-07,Male,Therapist,2011-05-14,14.496919917864476
444,445,Linda Wilson,1965-02-22,Other,Therapist,2011-09-11,14.168377823408624
445,446,John Miller,1967-09-03,Female,Therapist,2020-07-08,5.344284736481861
446,447,Robert Smith,1989-12-18,Female,Nurse,2021-02-16,4.733744010951403
447,448,Michael Johnson,1978-11-19,Other,Nurse,2015-02-21,10.72142368240931
448,449,Robert Miller,1956-08-24,Other,Nurse,2017-06-06,8.432580424366872
449,450,Sarah Smith,1956-07-08,Male,Nurse,2010-08-16,15.238877481177276
450,451,John Smith,1951-07-21,Male,Administrator,2013-06-01,12.446269678302533
451,452,Robert Rodriguez,1980-10-03,Male,Caregiver,2020-01-01,5.861738535249829
452,453,Michael Jones,1984-06-27,Other,Caregiver,2023-01-30,2.7816563997262147
453,454,William Wilson,1962-06-09,Male,Caregiver,2016-07-19,9.314168377823409
454,455,Linda Rodriguez,1973-05-12,Male,Therapist,2012-04-08,13.593429158110883
455,456,Robert Davis,1964-02-29,Female,Doctor,2013-06-29,12.369609856262834
456,457,Linda Garcia,1960-06-25,Male,Nurse,2018-04-07,7.597535934291581
457,458,Jane Miller,1970-12-19,Male,Nurse,2010-08-05,15.268993839835728
458,459,Robert Rodriguez,1974-05-30,Female,Doctor,2022-06-03,3.4414784394250515
459,460,James Brown,1982-01-15,Male,Doctor,2010-09-03,15.189596167008897
460,461,James Jones,1967-02-13,Male,Administrator,2014-12-23,10.885694729637235
461,462,Sarah Miller,1986-01-25,Female,Administrator,2013-04-25,12.54757015742642
462,463,Mary Jones,1974-05-16,Female,Caregiver,2010-04-05,15.603011635865846
463,464,Michael Wilson,1953-07-09,Female,Therapist,2011-07-16,14.324435318275153
464,465,Sarah Wilson,1956-08-03,Male,Administrator,2019-02-18,6.729637234770705
465,466,John Williams,1977-10-02,Other,Therapist,2023-11-04,2.020533880903491
466,467,Sarah Garcia,1977-10-03,Other,Therapist,2023-03-19,2.650239561943874
467,468,Patricia Garcia,1972-07-28,Female,Nurse,2015-11-23,9.96851471594798
468,469,Michael Davis,1980-11-09,Male,Administrator,2014-07-20,11.312799452429843
469,470,William Williams,1964-09-10,Female,Therapist,2021-02-06,4.761122518822724
470,471,Robert Rodriguez,1985-06-02,Female,Doctor,2019-08-12,6.250513347022587
471,472,Linda Smith,1955-04-28,Other,Administrator,2013-05-27,12.459958932238193
472,473,Michael Garcia,1989-04-14,Other,Therapist,2016-03-25,9.631759069130732
473,474,Michael Wilson,1989-04-04,Female,Nurse,2016-01-14,9.826146475017111
474,475,Jane Garcia,1984-09-06,Female,Nurse,2017-02-25,8.709103353867214
475,476,Mary Brown,1976-05-24,Male,Doctor,2015-10-22,10.056125941136209
476,477,Robert Johnson,1979-09-03,Female,Caregiver,2023-02-10,2.751540041067762
477,478,Linda Wilson,1952-05-12,Other,Doctor,2010-11-29,14.951403148528405
478,479,William Garcia,1981-02-14,Male,Nurse,2014-03-21,11.644079397672828
479,480,Robert Jones,1953-07-17,Other,Therapist,2010-05-28,15.457905544147843
480,481,John Davis,1962-11-16,Other,Caregiver,2020-04-15,5.574264202600959
481,482,Michael Brown,1985-08-21,Other,Therapist,2015-05-20,10.480492813141684
482,483,James Brown,1957-05-29,Other,Nurse,2022-10-19,3.0636550308008212
483,484,John Jones,1975-10-12,Female,Caregiver,2017-09-08,8.175222450376454
484,485,John Miller,1979-11-26,Other,Nurse,2020-01-10,5.83709787816564
485,486,Patricia Wilson,1959-03-04,Male,Doctor,2016-05-07,9.514031485284052
486,487,Linda Davis,1953-01-19,Other,Caregiver,2022-12-14,2.9103353867214237
487,488,Robert Smith,1966-02-08,Male,Caregiver,2014-12-21,10.8911704312115
488,489,John Smith,1983-06-23,Other,Therapist,2017-04-22,8.555783709787816
489,490,Sarah Johnson,1988-09-02,Male,Administrator,2010-08-08,15.260780287474333
490,491,Mary Brown,1975-08-05,Female,Therapist,2022-01-19,3.811088295687885
491,492,John Johnson,1958-12-15,Male,Nurse,2014-06-08,11.427789185489392
492,493,John Rodriguez,1973-05-20,Male,Nurse,2019-03-07,6.683093771389459
493,494,Linda Davis,1980-01-11,Male,Caregiver,2014-07-18,11.318275154004107
494,495,Patricia Jones,1958-11-03,Female,Therapist,2016-09-08,9.174537987679672
495,496,Robert Miller,1968-07-23,Other,Therapist,2018-11-06,7.014373716632443
496,497,Sarah Smith,1965-09-20,Male,Nurse,2015-07-02,10.362765229295004
497,498,Patricia Jones,1956-05-11,Female,Nurse,2022-08-05,3.268993839835729
498,499,John Miller,1981-06-23,Male,Nurse,2021-11-07,4.010951403148528
499,500,James Johnson,1966-11-27,Male,Nurse,2012-01-23,13.801505817932922
500,501,Patricia Smith,1952-04-21,Male,Therapist,2018-02-08,7.756331279945243
501,502,Mary Davis,1975-09-17,Other,Caregiver,2011-08-12,14.250513347022586
502,503,Sarah Garcia,1974-07-25,Other,Caregiver,2021-07-07,4.347707049965777
503,504,Sarah Jones,1986-11-04,Female,Administrator,2013-10-25,12.046543463381246
504,505,James Johnson,1987-06-22,Male,Caregiver,2018-11-17,6.98425735797399
505,506,Michael Rodriguez,1952-03-26,Female,Caregiver,2010-08-20,15.227926078028748
506,507,Michael Brown,1951-06-26,Male,Doctor,2018-10-05,7.101984941820671
507,508,Robert Smith,1951-08-07,Male,Caregiver,2014-10-12,11.082819986310746
508,509,Sarah Johnson,1985-03-07,Other,Doctor,2022-03-07,3.682409308692676
509,510,John Rodriguez,1980-12-15,Female,Administrator,2015-04-20,10.562628336755647
510,511,Linda Smith,1970-03-25,Male,Doctor,2011-05-20,14.480492813141684
511,512,William Johnson,1954-12-07,Male,Doctor,2021-10-13,4.079397672826831
512,513,Patricia Davis,1988-10-11,Male,Caregiver,2023-01-05,2.8501026694045173
513,514,Jane Brown,1961-09-22,Other,Therapist,2021-08-20,4.227241615331964
514,515,William Johnson,1979-11-25,Female,Caregiver,2018-04-17,7.57015742642026
515,516,John Davis,1976-05-23,Female,Nurse,2015-04-09,10.5927446954141
516,517,James Brown,1987-10-03,Other,Therapist,2010-08-26,15.211498973305956
517,518,James Williams,1989-03-24,Male,Doctor,2014-09-30,11.11567419575633
518,519,Jane Davis,1979-03-02,Male,Caregiver,2014-01-24,11.797399041752225
519,520,Patricia Smith,1959-05-21,Other,Nurse,2014-04-05,11.603011635865846
520,521,James Johnson,1967-05-18,Male,Administrator,2018-08-20,7.227926078028747
521,522,Patricia Wilson,1954-09-13,Other,Nurse,2011-05-03,14.52703627652293
522,523,James Williams,1955-11-22,Female,Administrator,2022-08-08,3.260780287474333
523,524,John Rodriguez,1988-04-24,Other,Doctor,2017-01-20,8.80766598220397
524,525,Jane Jones,1988-08-04,Other,Caregiver,2016-04-05,9.60164271047228
525,526,Linda Johnson,1972-01-21,Other,Nurse,2010-11-29,14.951403148528405
526,527,Michael Williams,1951-11-22,Other,Caregiver,2016-07-18,9.316906228610542
527,528,Mary Rodriguez,1981-05-12,Male,Administrator,2013-02-11,12.747433264887064
528,529,Michael Jones,1970-01-05,Other,Nurse,2023-02-07,2.759753593429158
529,530,Mary Rodriguez,1968-09-23,Other,Administrator,2010-01-08,15.841204654346338
530,531,Linda Smith,1973-04-20,Male,Doctor,2015-09-01,10.195756331279945
531,532,James Miller,1974-03-10,Other,Nurse,2017-06-28,8.372347707049967
532,533,Michael Garcia,1966-02-23,Other,Caregiver,2015-02-02,10.77344284736482
533,534,Michael Miller,1961-04-18,Other,Doctor,2015-12-22,9.88911704312115
534,535,William Johnson,1952-06-12,Male,Doctor,2018-07-21,7.310061601642711
535,536,Robert Jones,1971-09-02,Female,Therapist,2019-12-21,5.891854893908282
536,537,Jane Miller,1952-11-06,Male,Therapist,2010-04-25,15.548254620123203
537,538,Mary Brown,1985-11-04,Male,Nurse,2017-09-03,8.188911704312115
538,539,Patricia Brown,1982-06-05,Female,Nurse,2019-03-17,6.655715263518139
539,540,James Williams,1962-04-03,Male,Doctor,2017-06-27,8.375085557837098
540,541,Linda Wilson,1958-02-26,Male,Therapist,2015-04-01,10.614647501711156
541,542,Mary Williams,1966-07-31,Female,Administrator,2015-10-27,10.042436687200547
542,543,Mary Johnson,1967-06-28,Other,Nurse,2013-06-11,12.41889117043121
543,544,Patricia Johnson,1974-04-02,Female,Therapist,2021-04-02,4.610540725530458
544,545,Jane Johnson,1985-08-02,Male,Nurse,2019-06-27,6.376454483230664
545,546,Mary Miller,1972-09-06,Other,Caregiver,2014-04-06,11.600273785078713
546,547,Robert Smith,1950-07-05,Female,Nurse,2016-09-11,9.166324435318275
547,548,Jane Garcia,1967-08-11,Other,Caregiver,2015-10-20,10.061601642710473
548,549,James Smith,1955-12-22,Other,Administrator,2012-08-21,13.22381930184805
549,550,Sarah Jones,1956-11-07,Other,Therapist,2015-11-29,9.952087611225188
550,551,Michael Wilson,1976-12-28,Male,Therapist,2020-04-23,5.552361396303901
551,552,John Brown,1975-05-18,Other,Doctor,2015-03-06,10.685831622176591
552,553,Jane Brown,1969-08-09,Other,Caregiver,2019-12-28,5.8726899383983575
553,554,Mary Rodriguez,1964-10-23,Female,Nurse,2018-12-21,6.891170431211499
554,555,Jane Jones,1978-09-08,Other,Administrator,2015-12-17,9.902806297056811
555,556,Sarah Wilson,1973-06-03,Female,Caregiver,2022-09-29,3.1184120465434635
556,557,Mary Johnson,1957-03-11,Other,Administrator,2022-01-13,3.8275154004106775
557,558,Mary Wilson,1961-12-23,Other,Therapist,2018-05-31,7.449691991786447
558,559,James Smith,1989-05-02,Other,Therapist,2016-07-15,9.325119780971937
559,560,Michael Rodriguez,1950-10-19,Male,Caregiver,2021-10-14,4.076659822039699
560,561,Mary Johnson,1970-02-09,Other,Caregiver,2016-06-25,9.379876796714578
561,562,William Garcia,1960-02-17,Other,Nurse,2022-06-11,3.4195756331279945
562,563,John Wilson,1960-02-11,Other,Caregiver,2020-11-19,4.97741273100616
563,564,William Brown,1965-08-31,Male,Doctor,2015-06-07,10.431211498973306
564,565,James Garcia,1984-03-19,Other,Administrator,2019-04-05,6.6036960985626285
565,566,Patricia Johnson,1975-07-06,Other,Administrator,2013-08-29,12.202600958247775
566,567,James Miller,1958-06-14,Female,Nurse,2014-01-16,11.819301848049282
567,568,Sarah Brown,1983-11-17,Male,Therapist,2015-11-10,10.004106776180699
568,569,Robert Johnson,1971-05-04,Female,Therapist,2023-02-05,2.7652292950034223
569,570,Michael Williams,1974-07-31,Other,Nurse,2017-01-02,8.856947296372347
570,571,John Wilson,1988-12-01,Other,Therapist,2021-08-26,4.210814510609172
571,572,Jane Williams,1972-10-13,Male,Nurse,2015-10-07,10.097193702943189
572,573,Sarah Johnson,1985-05-11,Other,Caregiver,2020-06-13,5.412731006160164
573,574,Jane Smith,1955-02-14,Male,Doctor,2022-04-13,3.5811088295687883
574,575,Jane Wilson,1955-06-01,Other,Administrator,2011-09-13,14.16290212183436
575,576,Patricia Rodriguez,1956-08-17,Other,Doctor,2021-08-24,4.216290212183436
576,577,Robert Davis,1982-04-05,Other,Administrator,2014-07-06,11.351129363449692
577,578,Robert Brown,1987-12-19,Other,Nurse,2022-10-07,3.0965092402464065
578,579,James Williams,1957-02-28,Other,Therapist,2017-09-19,8.145106091718
579,580,Linda Johnson,1961-08-27,Other,Caregiver,2018-07-22,7.307323750855578
580,581,John Brown,1954-09-08,Female,Caregiver,2022-10-31,3.030800821355236
581,582,Sarah Smith,1952-07-31,Female,Nurse,2013-10-16,12.071184120465434
582,583,Jane Jones,1959-11-05,Other,Doctor,2011-07-01,14.365503080082135
583,584,John Williams,1972-04-26,Other,Caregiver,2016-11-13,8.993839835728952
584,585,Patricia Wilson,1972-10-01,Male,Administrator,2019-03-04,6.691307323750856
585,586,Michael Williams,1978-10-12,Female,Doctor,2014-07-19,11.315537303216974
586,587,William Brown,1970-04-26,Other,Nurse,2023-04-01,2.614647501711157
587,588,Mary Davis,1973-02-07,Other,Administrator,2021-12-11,3.917864476386037
588,589,Michael Brown,1959-10-25,Other,Administrator,2013-12-06,11.931553730321697
589,590,Sarah Davis,1976-12-11,Female,Therapist,2015-06-20,10.395619438740589
590,591,William Rodriguez,1953-11-09,Other,Nurse,2021-12-13,3.912388774811773
591,592,William Jones,1968-04-17,Other,Nurse,2014-12-22,10.888432580424366
592,593,Patricia Garcia,1964-01-18,Male,Nurse,2010-06-19,15.397672826830938
593,594,Linda Williams,1953-06-23,Other,Caregiver,2023-02-11,2.74880219028063
594,595,Jane Williams,1952-11-03,Female,Nurse,2011-07-01,14.365503080082135
595,596,Linda Jones,1988-01-08,Other,Doctor,2012-04-16,13.571526351813826
596,597,James Miller,1962-03-08,Female,Nurse,2018-10-11,7.085557837097878
597,598,Sarah Miller,1985-02-28,Female,Doctor,2019-08-02,6.277891854893908
598,599,Michael Miller,1953-09-18,Other,Doctor,2022-06-28,3.373032169746749
599,600,William Rodriguez,1974-12-22,Male,Therapist,2015-09-21,10.140999315537304
600,601,Sarah Johnson,1955-03-06,Female,Nurse,2014-11-04,11.019849418206707
601,602,William Williams,1951-09-04,Other,Administrator,2016-11-16,8.985626283367557
602,603,Robert Jones,1983-08-02,Other,Nurse,2013-02-18,12.728268309377139
603,604,Jane Garcia,1981-02-25,Other,Administrator,2013-03-28,12.624229979466119
604,605,Robert Wilson,1959-10-09,Other,Doctor,2016-01-14,9.826146475017111
605,606,Patricia Jones,1966-03-23,Female,Doctor,2020-10-25,5.045859000684462
606,607,Jane Williams,1974-03-01,Female,Caregiver,2017-05-19,8.48186173853525
607,608,Mary Wilson,1989-01-16,Male,Caregiver,2019-06-27,6.376454483230664
608,609,Mary Smith,1961-03-08,Female,Administrator,2012-07-05,13.352498288843258
609,610,John Smith,1964-03-09,Male,Administrator,2022-01-03,3.8548939082819986
610,611,James Johnson,1955-05-18,Other,Therapist,2022-05-20,3.479808350444901
611,612,Michael Garcia,1961-08-01,Female,Administrator,2018-02-15,7.737166324435318
612,613,William Brown,1983-02-18,Other,Administrator,2019-10-03,6.108145106091718
613,614,Robert Miller,1982-05-30,Male,Caregiver,2014-07-09,11.342915811088295
614,615,Sarah Smith,1977-09-09,Male,Therapist,2010-11-17,14.984257357973991
615,616,James Davis,1951-02-04,Male,Caregiver,2010-01-25,15.794661190965092
616,617,Jane Miller,1978-10-23,Female,Nurse,2011-04-03,14.609171800136892
617,618,James Williams,1951-11-04,Female,Doctor,2017-09-01,8.19438740588638
618,619,Linda Williams,1960-09-22,Other,Therapist,2015-09-29,10.119096509240247
619,620,William Garcia,1973-06-08,Other,Administrator,2022-04-18,3.567419575633128
620,621,Michael Brown,1972-09-05,Male,Nurse,2017-10-20,8.060232717316905
621,622,Jane Garcia,1967-09-06,Female,Doctor,2022-02-08,3.756331279945243
622,623,William Garcia,1983-07-25,Other,Therapist,2011-04-10,14.590006844626968
623,624,Sarah Williams,1961-03-30,Female,Caregiver,2010-11-29,14.951403148528405
624,625,Jane Smith,1972-03-05,Male,Administrator,2017-07-07,8.347707049965777
625,626,Patricia Wilson,1957-01-25,Other,Caregiver,2016-09-27,9.122518822724162
626,627,Linda Wilson,1957-09-18,Male,Administrator,2012-10-13,13.078713210130047
627,628,William Jones,1989-01-17,Male,Doctor,2012-08-08,13.259411362080767
628,629,Michael Miller,1962-03-17,Male,Nurse,2017-03-21,8.643394934976044
629,630,Patricia Brown,1951-02-11,Other,Doctor,2010-06-02,15.444216290212184
630,631,James Rodriguez,1962-03-30,Male,Caregiver,2021-01-03,4.854209445585216
631,632,John Davis,1985-08-30,Male,Administrator,2023-10-24,2.0506502395619437
632,633,William Wilson,1967-10-24,Other,Doctor,2022-09-26,3.1266255989048597
633,634,Michael Garcia,1965-08-18,Female,Therapist,2020-07-14,5.327857631759069
634,635,Jane Rodriguez,1975-08-27,Female,Administrator,2018-12-02,6.9431895961670085
635,636,Robert Jones,1961-05-18,Other,Administrator,2019-09-09,6.1738535249828885
636,637,Jane Miller,1952-12-22,Other,Therapist,2016-07-30,9.284052019164955
637,638,William Williams,1963-05-29,Female,Therapist,2012-10-24,13.048596851471595
638,639,Patricia Williams,1977-06-18,Other,Nurse,2019-12-16,5.905544147843942
639,640,John Jones,1953-10-01,Other,Therapist,2023-10-15,2.0752908966461328
640,641,Mary Garcia,1970-01-02,Female,Nurse,2011-03-03,14.694045174537989
641,642,Robert Johnson,1960-01-02,Male,Doctor,2020-04-22,5.555099247091033
642,643,Patricia Garcia,1951-08-27,Female,Therapist,2015-12-01,9.946611909650924
643,644,Michael Brown,1966-10-05,Male,Therapist,2013-08-03,12.27378507871321
644,645,Robert Wilson,1987-01-05,Other,Nurse,2010-03-07,15.682409308692677
645,646,Linda Jones,1968-08-19,Male,Doctor,2015-04-12,10.584531143052704
646,647,Sarah Johnson,1970-01-26,Male,Doctor,2013-01-28,12.785763175906913
647,648,Sarah Miller,1986-12-07,Female,Nurse,2019-08-08,6.261464750171116
648,649,Robert Smith,1961-10-27,Female,Therapist,2014-12-21,10.8911704312115
649,650,William Johnson,1973-03-12,Female,Nurse,2018-04-04,7.605749486652978
650,651,Sarah Brown,1979-01-16,Other,Doctor,2021-12-24,3.8822724161533197
651,652,Mary Williams,1979-05-24,Female,Administrator,2014-02-15,11.737166324435318
652,653,Patricia Jones,1950-11-02,Male,Caregiver,2023-10-29,2.0369609856262834
653,654,William Jones,1974-07-17,Other,Administrator,2011-11-19,13.979466119096509
654,655,Jane Garcia,1989-06-24,Female,Therapist,2016-12-26,8.876112251882272
655,656,William Smith,1960-08-29,Male,Doctor,2010-10-29,15.0362765229295
656,657,Jane Davis,1966-06-01,Male,Nurse,2020-11-11,4.999315537303217
657,658,Mary Rodriguez,1978-06-21,Male,Nurse,2016-08-06,9.264887063655031
658,659,William Brown,1978-07-04,Male,Doctor,2023-03-28,2.625598904859685
659,660,Mary Williams,1984-07-19,Male,Doctor,2014-06-05,11.436002737850787
660,661,James Garcia,1986-07-20,Female,Caregiver,2018-10-06,7.099247091033539
661,662,Sarah Garcia,1983-03-25,Other,Doctor,2013-11-29,11.950718685831623
662,663,Mary Jones,1968-03-13,Male,Administrator,2023-08-04,2.272416153319644
663,664,Michael Johnson,1989-10-01,Other,Administrator,2016-01-21,9.806981519507186
664,665,Linda Smith,1964-09-24,Other,Nurse,2023-01-02,2.858316221765914
665,666,Sarah Davis,1981-11-13,Male,Nurse,2010-09-18,15.148528405201917
666,667,Robert Miller,1985-08-01,Other,Caregiver,2010-08-30,15.200547570157427
667,668,John Garcia,1959-03-20,Male,Caregiver,2013-12-25,11.879534565366187
668,669,Linda Johnson,1953-07-12,Other,Nurse,2012-05-03,13.52498288843258
669,670,Jane Williams,1980-11-29,Other,Administrator,2014-10-06,11.099247091033538
670,671,Patricia Johnson,1977-11-30,Other,Nurse,2012-12-12,12.914442162902121
671,672,Sarah Wilson,1966-03-17,Female,Doctor,2018-07-18,7.318275154004107
672,673,Patricia Johnson,1954-04-22,Female,Caregiver,2013-03-30,12.618754277891854
